GEO_NAME,Arab,Black,Chinese,Filipino,Japanese,Korean,Latin American,Multiple Indigenous ancestries (only),Multiple Indigenous and non-Indigenous ancestries,Multiple visible minorities,Single Indigenous ancestry (only),Single Indigenous and non-Indigenous ancestries,South Asian,Southeast Asian,"Visible minority, n.i.e.",West Asian
"Pointe-à-la-Croix, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0
"Pontiac, Municipalité (MÉ)",30.0,50.0,20.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,171.25,352.5,0.0,0.0,0.0,0.0
Port Alberni,0.0,135.0,160.0,90.0,60.0,45.0,85.0,6.0,14.0,60.0,1057.5,1028.75,485.0,70.0,30.0,20.0
"Port Alberni, City (CY)",0.0,115.0,140.0,75.0,45.0,45.0,75.0,6.0,12.0,55.0,675.0,701.25,465.0,65.0,25.0,20.0
"Port Colborne, City (CY)",45.0,195.0,40.0,60.0,0.0,0.0,55.0,0.0,12.0,15.0,162.5,446.25,105.0,15.0,0.0,0.0
"Port Coquitlam, City (CY)",605.0,1235.0,7075.0,3060.0,775.0,1910.0,1155.0,10.0,17.0,1115.0,173.75,752.5,3490.0,880.0,310.0,2355.0
"Port Edward, District municipality (DM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,65.0,37.5,0.0,0.0,0.0,0.0
Port Hope,0.0,200.0,100.0,35.0,30.0,20.0,85.0,0.0,2.0,50.0,82.5,240.0,140.0,20.0,35.0,45.0
"Port Hope, Municipality (MU)",0.0,200.0,100.0,35.0,30.0,20.0,85.0,0.0,2.0,50.0,82.5,240.0,140.0,20.0,35.0,45.0
"Port Moody, City (CY)",285.0,395.0,3675.0,675.0,465.0,1625.0,580.0,6.0,20.0,515.0,78.75,441.25,1005.0,280.0,140.0,1300.0
Portage la Prairie,0.0,190.0,20.0,390.0,15.0,0.0,70.0,26.0,20.0,15.0,980.0,897.5,575.0,35.0,15.0,0.0
"Portage la Prairie, City (CY)",0.0,190.0,20.0,390.0,15.0,0.0,70.0,26.0,20.0,15.0,980.0,897.5,575.0,35.0,15.0,0.0
"Portugal Cove-St. Philip's, Town (T)",0.0,15.0,90.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,58.75,137.5,60.0,0.0,0.0,0.0
"Pouce Coupe, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,33.75,0.0,0.0,0.0,0.0
"Pouch Cove, Town (T)",0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.75,0.0,0.0,0.0,0.0
"Powassan, Municipality (MU)",0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,15.0,80.0,0.0,0.0,0.0,0.0
Powell River,25.0,85.0,195.0,140.0,95.0,70.0,105.0,0.0,6.0,35.0,148.75,487.5,155.0,40.0,0.0,0.0
"Powell River, City (CY)",25.0,75.0,170.0,105.0,70.0,70.0,95.0,0.0,0.0,35.0,117.5,366.25,150.0,35.0,0.0,0.0
"Priest's Valley 6, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,6.25,0.0,0.0,0.0,0.0
Prince Albert,155.0,805.0,175.0,1455.0,15.0,20.0,160.0,151.0,216.0,75.0,5386.25,2890.0,1055.0,315.0,0.0,15.0
"Prince Albert No. 461, Rural municipality (RM)",0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,92.5,203.75,0.0,0.0,0.0,0.0
"Prince Albert, City (CY)",155.0,805.0,175.0,1435.0,15.0,20.0,155.0,142.0,168.0,60.0,5032.5,2377.5,1045.0,315.0,0.0,15.0
Prince George,120.0,1155.0,980.0,1495.0,255.0,220.0,260.0,30.0,157.0,245.0,2730.0,3817.5,3900.0,250.0,90.0,130.0
"Prince George, City (CY)",120.0,1115.0,890.0,1420.0,215.0,210.0,245.0,24.0,123.0,245.0,2448.75,3231.25,3820.0,250.0,85.0,130.0
Prince Rupert,40.0,45.0,130.0,285.0,35.0,0.0,30.0,6.0,26.0,65.0,1817.5,771.25,660.0,525.0,20.0,0.0
"Prince Rupert, City (CY)",40.0,45.0,130.0,285.0,35.0,0.0,30.0,6.0,18.0,65.0,1453.75,725.0,660.0,525.0,20.0,0.0
"Prince William, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
"Prince, Township (TP)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,68.75,0.0,0.0,0.0,0.0
"Puslinch, Township (TP)",30.0,65.0,110.0,15.0,35.0,0.0,30.0,0.0,0.0,55.0,10.0,53.75,560.0,35.0,20.0,85.0
"Qualicum Beach, Town (T)",0.0,20.0,40.0,70.0,50.0,15.0,0.0,0.0,16.0,0.0,31.25,118.75,50.0,10.0,0.0,10.0
"Queensbury, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,12.5,0.0,0.0,0.0,0.0
Quesnel,35.0,75.0,95.0,245.0,40.0,25.0,65.0,6.0,29.0,25.0,651.25,1101.25,315.0,35.0,15.0,0.0
"Quesnel 1, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,5.0,0.0,0.0,0.0,0.0
"Quesnel, City (CY)",0.0,55.0,70.0,140.0,15.0,15.0,45.0,0.0,6.0,20.0,306.25,415.0,295.0,30.0,0.0,0.0
"Quinsam 12, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,37.5,0.0,0.0,0.0,0.0
"Quinte West, City (CY)",50.0,680.0,285.0,170.0,55.0,110.0,155.0,0.0,21.0,60.0,328.75,1088.75,405.0,40.0,80.0,50.0
"Quispamsis, Town (TV)",0.0,225.0,365.0,55.0,15.0,110.0,30.0,0.0,0.0,35.0,48.75,227.5,125.0,20.0,40.0,10.0
Québec,11075.0,25355.0,3355.0,635.0,365.0,290.0,10195.0,46.0,111.0,1170.0,5911.25,9175.0,1855.0,3490.0,545.0,900.0
"Québec, Ville (V)",9650.0,21955.0,2465.0,520.0,295.0,210.0,8585.0,36.0,93.0,1015.0,3601.25,5863.75,1610.0,2755.0,450.0,860.0
"Ragueneau, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,8.75,0.0,0.0,0.0,0.0
"Red Bank 4, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.5,32.5,0.0,0.0,0.0,0.0
Red Deer,735.0,1940.0,1050.0,8130.0,260.0,335.0,1725.0,36.0,68.0,745.0,1158.75,2602.5,2220.0,840.0,150.0,395.0
"Red Deer, City (CY)",735.0,1940.0,1050.0,8130.0,260.0,335.0,1725.0,36.0,68.0,745.0,1158.75,2602.5,2220.0,840.0,150.0,395.0
"Redcliff, Town (T)",0.0,25.0,40.0,40.0,20.0,10.0,20.0,0.0,4.0,0.0,36.25,107.5,50.0,85.0,0.0,0.0
"Redwater, Town (T)",0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,123.75,35.0,15.0,0.0,0.0
Regina,2005.0,9960.0,5925.0,12105.0,280.0,605.0,1430.0,205.0,261.0,1340.0,6122.5,6013.75,19490.0,3570.0,415.0,925.0
"Regina Beach, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,33.75,10.0,0.0,0.0,0.0
"Regina, City (CY)",1995.0,9820.0,5880.0,11995.0,275.0,605.0,1410.0,199.0,230.0,1320.0,5952.5,5496.25,19200.0,3530.0,380.0,925.0
"Repentigny, Ville (V)",3330.0,8385.0,280.0,60.0,45.0,0.0,1895.0,2.0,0.0,260.0,478.75,742.5,65.0,360.0,95.0,145.0
"Rhein, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.75,0.0,0.0,0.0,0.0
"Richelieu, Ville (V)",20.0,30.0,0.0,10.0,0.0,0.0,45.0,0.0,0.0,0.0,57.5,65.0,0.0,0.0,0.0,30.0
"Richmond Hill, Town (T)",3245.0,4540.0,64120.0,3960.0,440.0,6340.0,2425.0,4.0,12.0,3790.0,73.75,291.25,15340.0,1300.0,1535.0,26425.0
"Richmond, City (CY)",2205.0,1775.0,113060.0,15130.0,3885.0,2035.0,2155.0,6.0,18.0,6095.0,170.0,623.75,15370.0,3305.0,705.0,1670.0
Rimouski,195.0,630.0,135.0,0.0,0.0,0.0,155.0,8.0,4.0,15.0,436.25,638.75,30.0,45.0,10.0,0.0
"Rimouski, Ville (V)",190.0,620.0,135.0,0.0,0.0,0.0,155.0,8.0,4.0,15.0,412.5,581.25,30.0,45.0,10.0,0.0
"Ritchot, Rural municipality (RM)",0.0,110.0,0.0,55.0,0.0,0.0,0.0,0.0,8.0,15.0,165.0,493.75,105.0,20.0,10.0,0.0
"Riverview, Town (TV)",40.0,315.0,35.0,175.0,0.0,130.0,65.0,0.0,0.0,25.0,67.5,318.75,375.0,85.0,40.0,30.0
"Rivière-Verte, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,10.0,0.0,0.0,0.0,0.0
"Rivière-Verte, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.25,0.0,0.0,0.0,0.0
Rivière-du-Loup,115.0,250.0,50.0,10.0,0.0,10.0,110.0,0.0,0.0,20.0,237.5,280.0,20.0,55.0,0.0,0.0
"Rivière-du-Loup, Ville (V)",110.0,220.0,50.0,10.0,0.0,0.0,110.0,0.0,0.0,20.0,157.5,193.75,15.0,45.0,0.0,0.0
"Rocky Point 3, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.5,0.0,0.0,0.0,0.0
"Rocky View County, Municipal district (MD)",370.0,505.0,840.0,200.0,120.0,145.0,195.0,0.0,12.0,225.0,146.25,590.0,2715.0,360.0,30.0,85.0
"Rosemère, Ville (V)",265.0,400.0,180.0,10.0,0.0,35.0,270.0,0.0,0.0,30.0,45.0,157.5,60.0,110.0,0.0,65.0
"Rosser, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,56.25,60.0,0.0,0.0,0.0
"Rothesay, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0
"Rothesay, Town (TV)",40.0,115.0,140.0,95.0,0.0,30.0,35.0,0.0,4.0,60.0,30.0,147.5,115.0,35.0,10.0,0.0
Rouyn-Noranda,270.0,355.0,60.0,65.0,0.0,0.0,165.0,0.0,10.0,25.0,607.5,832.5,25.0,40.0,10.0,10.0
"Rouyn-Noranda, Ville (V)",270.0,355.0,60.0,65.0,0.0,0.0,165.0,0.0,10.0,25.0,607.5,832.5,25.0,40.0,10.0,10.0
"Roxton Pond, Municipalité (MÉ)",0.0,15.0,10.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,48.75,37.5,15.0,0.0,0.0,0.0
"Russell, Township (TP)",120.0,340.0,90.0,40.0,30.0,30.0,90.0,0.0,2.0,45.0,181.25,532.5,135.0,45.0,40.0,10.0
"Saanich, District municipality (DM)",805.0,1510.0,10105.0,2895.0,1380.0,940.0,1225.0,10.0,52.0,935.0,486.25,1848.75,6605.0,1590.0,255.0,610.0
Saguenay,425.0,1330.0,265.0,75.0,20.0,20.0,435.0,33.0,36.0,95.0,2937.5,2223.75,130.0,105.0,45.0,40.0
"Saguenay, Ville (V)",420.0,1310.0,230.0,75.0,10.0,20.0,415.0,28.0,30.0,90.0,2520.0,1927.5,120.0,105.0,40.0,40.0
"Sahhaltkum 4, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,6.25,0.0,0.0,0.0,0.0
Saint John,1115.0,2370.0,1485.0,800.0,25.0,325.0,430.0,8.0,36.0,325.0,567.5,2121.25,1920.0,350.0,135.0,275.0
"Saint John, City (C)",1050.0,1820.0,945.0,635.0,0.0,180.0,345.0,5.0,16.0,215.0,330.0,1228.75,1605.0,265.0,70.0,260.0
"Saint Martins, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,22.5,0.0,0.0,0.0,0.0
"Saint Marys, Parish (P)",10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.75,70.0,40.0,0.0,0.0,0.0
"Saint-Adelme, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"Saint-Adrien-d'Irlande, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
"Saint-Alphonse-de-Granby, Municipalité (MÉ)",0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,27.5,40.0,0.0,0.0,0.0,0.0
"Saint-Amable, Ville (V)",75.0,410.0,25.0,0.0,0.0,0.0,275.0,0.0,0.0,10.0,83.75,167.5,15.0,35.0,20.0,0.0
"Saint-Anaclet-de-Lessard, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,16.25,0.0,0.0,0.0,0.0
"Saint-Antoine-de-Tilly, Municipalité (MÉ)",0.0,20.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,10.0,22.5,0.0,10.0,0.0,0.0
"Saint-Antonin, Municipalité (MÉ)",0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,38.75,0.0,0.0,0.0,0.0
"Saint-Apollinaire, Municipalité (MÉ)",0.0,50.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,36.25,76.25,15.0,20.0,0.0,0.0
"Saint-Arsène, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
"Saint-Augustin-de-Desmaures, Ville (V)",90.0,65.0,95.0,0.0,0.0,0.0,160.0,0.0,0.0,15.0,95.0,201.25,0.0,40.0,0.0,0.0
"Saint-Basile, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
"Saint-Basile-le-Grand, Ville (V)",190.0,235.0,105.0,0.0,0.0,0.0,305.0,0.0,0.0,25.0,75.0,247.5,30.0,40.0,0.0,0.0
"Saint-Bonaventure, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
"Saint-Bruno-de-Montarville, Ville (V)",275.0,450.0,320.0,35.0,0.0,35.0,430.0,0.0,0.0,50.0,110.0,255.0,85.0,115.0,35.0,75.0
"Saint-Charles-Borromée, Ville (V)",70.0,115.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,10.0,107.5,192.5,0.0,60.0,0.0,0.0
"Saint-Charles-de-Bourget, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,33.75,0.0,0.0,0.0,0.0
"Saint-Christophe-d'Arthabaska, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,21.25,32.5,0.0,0.0,0.0,0.0
"Saint-Colomban, Ville (V)",40.0,60.0,65.0,15.0,0.0,10.0,135.0,0.0,0.0,0.0,168.75,292.5,10.0,25.0,0.0,0.0
"Saint-Constant, Ville (V)",725.0,1460.0,255.0,50.0,0.0,10.0,985.0,4.0,0.0,130.0,156.25,362.5,325.0,80.0,0.0,85.0
"Saint-Cyrille-de-Wendover, Municipalité (MÉ)",0.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,41.25,45.0,0.0,0.0,0.0,0.0
"Saint-David-de-Falardeau, Municipalité (MÉ)",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,23.75,0.0,0.0,0.0,0.0
"Saint-Denis-de-Brompton, Municipalité (MÉ)",0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,98.75,0.0,25.0,0.0,0.0
"Saint-Dominique, Municipalité (MÉ)",0.0,65.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,35.0,0.0,0.0,0.0,0.0
"Saint-Dominique-du-Rosaire, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.0,0.0,0.0,0.0,0.0
"Saint-Edmond-de-Grantham, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
"Saint-Eugène-d'Argentenay, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0
"Saint-Eustache, Ville (V)",1255.0,1710.0,140.0,50.0,10.0,0.0,670.0,0.0,0.0,165.0,263.75,557.5,270.0,460.0,30.0,170.0
"Saint-François-de-l'Île-d'Orléans, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0
"Saint-Fulgence, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.25,32.5,0.0,0.0,0.0,0.0
"Saint-Félix-d'Otis, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,31.25,0.0,0.0,0.0,0.0
"Saint-Félix-de-Dalquier, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0
"Saint-Gabriel-de-Valcartier, Municipalité (MÉ)",0.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,27.5,0.0,0.0,0.0,0.0
Saint-Georges,160.0,295.0,35.0,10.0,0.0,0.0,290.0,0.0,0.0,25.0,357.5,187.5,10.0,30.0,10.0,0.0
"Saint-Georges, Ville (V)",160.0,295.0,35.0,10.0,0.0,0.0,255.0,0.0,0.0,25.0,325.0,182.5,10.0,15.0,10.0,0.0
"Saint-Germain-de-Grantham, Municipalité (MÉ)",10.0,15.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,45.0,55.0,0.0,10.0,0.0,0.0
"Saint-Henri, Municipalité (MÉ)",0.0,35.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.75,58.75,0.0,15.0,0.0,0.0
"Saint-Honoré, Ville (V)",0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,105.0,0.0,0.0,0.0,0.0
Saint-Hyacinthe,745.0,2470.0,165.0,10.0,0.0,10.0,1680.0,0.0,0.0,75.0,383.75,637.5,65.0,130.0,55.0,80.0
"Saint-Hyacinthe, Ville (V)",745.0,2405.0,140.0,10.0,0.0,10.0,1675.0,0.0,0.0,75.0,357.5,603.75,65.0,130.0,35.0,80.0
"Saint-Isidore, Paroisse (municipalité de) (PE)",0.0,25.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,5.0,57.5,0.0,0.0,0.0,0.0
"Saint-Jacques, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,27.5,0.0,0.0,0.0,0.0
"Saint-Jean-de-l'Île-d'Orléans, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saint-Jean-sur-Richelieu, Ville (V)",695.0,1300.0,245.0,65.0,20.0,50.0,760.0,6.0,22.0,85.0,792.5,1376.25,145.0,325.0,25.0,230.0
"Saint-Joseph, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
"Saint-Joseph-de-Coleraine, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,30.0,0.0,0.0,0.0,0.0
"Saint-Joseph-de-Sorel, Ville (V)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0
"Saint-Joseph-du-Lac, Municipalité (MÉ)",35.0,70.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,50.0,131.25,10.0,40.0,0.0,0.0
"Saint-Jérôme, Ville (V)",740.0,2475.0,135.0,55.0,0.0,25.0,1005.0,12.0,16.0,100.0,765.0,1036.25,95.0,205.0,90.0,45.0
"Saint-Lambert, Ville (V)",555.0,580.0,360.0,30.0,25.0,50.0,655.0,0.0,0.0,125.0,35.0,248.75,160.0,180.0,25.0,190.0
"Saint-Lambert-de-Lauzon, Municipalité (MÉ)",15.0,25.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,48.75,96.25,0.0,0.0,0.0,0.0
"Saint-Laurent-de-l'Île-d'Orléans, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0
"Saint-Lazare, Ville (V)",150.0,520.0,255.0,185.0,20.0,75.0,290.0,0.0,0.0,110.0,81.25,247.5,555.0,120.0,85.0,30.0
"Saint-Lin--Laurentides, Ville (V)",205.0,490.0,10.0,15.0,0.0,0.0,155.0,0.0,0.0,10.0,271.25,367.5,25.0,25.0,10.0,0.0
"Saint-Luc-de-Vincennes, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0
"Saint-Lucien, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,15.0,0.0,0.0,0.0,0.0
"Saint-Léandre, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0
"Saint-Majorique-de-Grantham, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.75,0.0,0.0,0.0,0.0
"Saint-Marc-de-Figuery, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
"Saint-Mathias-sur-Richelieu, Municipalité (MÉ)",15.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,51.25,78.75,10.0,10.0,0.0,0.0
"Saint-Mathieu, Municipalité (MÉ)",0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,52.5,10.0,0.0,0.0,0.0
"Saint-Mathieu-d'Harricana, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0
"Saint-Mathieu-de-Beloeil, Municipalité (MÉ)",0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,0.0,26.25,30.0,0.0,0.0,0.0,0.0
"Saint-Maurice, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,62.5,0.0,0.0,0.0,0.0
"Saint-Modeste, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,0.0,0.0
"Saint-Narcisse-de-Rimouski, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0
"Saint-Paul, Municipalité (MÉ)",80.0,145.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,57.5,68.75,0.0,0.0,0.0,0.0
"Saint-Paul, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.0,0.0,0.0,0.0
"Saint-Paul-d'Abbotsford, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,12.5,35.0,0.0,0.0,0.0,0.0
"Saint-Philibert, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saint-Philippe, Ville (V)",105.0,185.0,35.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,77.5,83.75,60.0,20.0,20.0,0.0
"Saint-Pierre-de-l'Île-d'Orléans, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,20.0,0.0,0.0,0.0,0.0
"Saint-Placide, Municipalité (MÉ)",0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,42.5,0.0,0.0,0.0,0.0
"Saint-René, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0
"Saint-René-de-Matane, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0
"Saint-Roch-de-l'Achigan, Municipalité (MÉ)",0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,53.75,20.0,0.0,0.0,0.0
"Saint-Simon-les-Mines, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
"Saint-Sulpice, Paroisse (municipalité de) (PE)",0.0,30.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,23.75,35.0,10.0,15.0,0.0,0.0
"Saint-Ulric, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,11.25,0.0,0.0,0.0,0.0
"Saint-Valère, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0
"Saint-Valérien, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0
"Saint-Zotique, Municipalité (MÉ)",65.0,90.0,0.0,15.0,0.0,0.0,50.0,0.0,0.0,15.0,117.5,131.25,55.0,15.0,0.0,20.0
Sainte-Agathe-des-Monts,50.0,70.0,25.0,25.0,0.0,25.0,100.0,4.0,0.0,0.0,158.75,276.25,25.0,85.0,0.0,0.0
"Sainte-Agathe-des-Monts, Ville (V)",20.0,35.0,0.0,25.0,0.0,0.0,60.0,4.0,0.0,0.0,65.0,133.75,15.0,40.0,0.0,0.0
"Sainte-Anne-de-Bellevue, Ville (V)",105.0,185.0,205.0,100.0,15.0,10.0,90.0,0.0,0.0,25.0,15.0,52.5,190.0,30.0,10.0,40.0
